,Carat,table,depth,x,y,z,cut,color,clarity,price
33931,0.33,57.0,61.5,4.42,4.49,2.74,Ideal,I,VS2,463
48545,0.7,59.0,63.5,5.58,5.64,3.56,Good,F,SI1,1988
50408,0.77,57.0,62.5,5.8,5.91,3.66,Ideal,J,VS2,2257
3610,0.9,57.0,64.3,6.08,6.01,3.89,Good,F,SI1,3427
19277,1.52,61.0,61.0,7.45,7.38,4.52,Premium,H,VS2,8001
22805,1.53,60.0,59.9,7.5,7.46,4.48,Premium,H,VS2,10827
31625,0.7983089555010006,58.0,61.3,4.3,4.34,2.65,Ideal,G,SI1,450
18609,0.7983089555010006,56.0,61.4,6.68,6.64,4.09,Ideal,F,VS2,7589
44806,0.5,60.0,60.7,5.09,5.12,3.1,Premium,G,VS1,1624
18821,1.5,57.0,63.4,7.27,7.23,4.59,Very Good,H,SI1,7708
30347,0.33,57.0,61.1,4.46,4.48,2.73,Ideal,D,VS1,727
47606,0.72,58.0,62.0,5.77,5.74,3.57,Premium,J,SI1,1879
3209,0.71,58.0,58.1,5.92,5.88,3.43,Premium,G,VVS1,3347
38631,0.31,55.0,62.1,4.32,4.35,2.69,Ideal,H,VS2,489
38631,0.31,55.0,62.1,4.32,4.35,2.69,Ideal,H,VS2,489
12902,1.23,57.42490893754073,61.2,6.89,6.86,4.21,Ideal,H,SI2,5373
9805,0.91,56.0,63.2,6.08,6.14,3.86,Ideal,E,SI2,4668
52920,0.71,60.0,62.4,5.66,5.68,3.54,Premium,E,VS2,2590
18409,0.7983089555010006,55.0,62.4,6.53,6.57,4.09,Ideal,F,VS2,7483
42049,0.41,57.0,61.5,4.78,4.82,2.95,Ideal,G,IF,1269
32630,0.23,65.0,60.6,3.95,3.97,2.4,Good,E,VVS1,458
28173,0.36,60.0,59.3,4.65,4.62,3.537891143452734,Premium,H,SI1,665
1106,0.91,59.0,62.0,6.18,6.23,3.85,Premium,I,SI2,2913
20428,1.34,57.0,61.6,7.14,7.07,4.38,Ideal,H,VS1,8780
16797,1.01,57.0,60.4,6.49,6.45,3.91,Premium,E,VS2,6697
26438,2.01,59.0,63.6,8.0,7.95,5.07,Ideal,G,SI2,15977
46366,0.54,58.0,63.1,5.729355091583495,5.13,3.26,Very Good,E,VS2,1760
11667,1.22,63.0,59.0,7.05,7.02,4.15,Ideal,J,VS1,5056
6570,1.0,55.0,60.7,6.39,6.33,3.86,Ideal,E,SI2,4077
6570,1.0,55.0,60.7,6.39,6.33,3.86,Ideal,E,SI2,4077
22952,1.27,56.0,61.7,7.03,6.9,4.3,Ideal,G,VVS1,11002
23992,1.51,55.0,61.5,7.39,7.35,4.53,Ideal,F,SI1,12152
21411,1.13,59.0,61.2,6.71,6.78,4.13,Premium,G,SI1,9525
21411,1.13,59.0,61.2,6.71,6.78,4.13,Premium,G,SI1,9525
36589,0.33,55.0,61.7,4.47,4.48,2.76,Ideal,G,IF,946
42571,0.38,58.0,61.9,4.66,4.62,2.87,Premium,E,VVS1,1327
35305,0.36,59.0,59.3,4.62,4.66,2.75,Premium,G,SI2,473
45453,0.5,59.0,62.4,5.06,5.1,3.17,Premium,E,VS1,1675
42873,0.45,57.0,61.5,4.95,4.91,3.03,Ideal,G,VVS1,1358
2488,0.83,60.9,63.7,5.84,5.92,3.75,Good,G,VS2,3195
26075,1.51,58.0,60.9,7.42,7.38,4.51,Premium,G,VVS2,15303
2628,0.86,59.0,59.7,6.14,6.23,3.69,Very Good,H,SI1,3228
10096,1.0,60.0,61.4,6.35,6.41,3.92,Ideal,H,SI2,4713
28578,0.3,57.0,63.3,4.25,4.22,2.68,Very Good,H,VS1,675
40606,0.23,57.0,60.9,3.96,3.99,2.42,Ideal,F,VS2,498
45851,0.55,56.0,61.4,5.28,5.31,3.25,Ideal,F,SI1,1715
45851,0.55,56.0,61.4,5.28,5.31,3.25,Ideal,F,SI1,1715
1567,0.73,57.0,61.6,5.81,5.78,3.57,Ideal,H,VVS1,3005
1567,0.73,57.0,61.6,5.81,5.78,3.57,Ideal,H,VVS1,3005
3716,0.82,57.0,61.9,5.99,5.96,3.7,Ideal,F,VS2,3453
29463,0.32,55.0,61.7,4.36,4.42,2.71,Ideal,E,VS2,702
31001,0.37,55.0,61.6,4.65,4.67,2.87,Ideal,F,SI1,747
24449,1.62,56.0,62.7,7.44,7.5,4.68,Ideal,F,SI1,12712
34425,0.3,54.0,62.1,4.3,4.33,2.68,Ideal,G,IF,863
34425,0.3,54.0,62.1,4.3,4.33,2.68,Ideal,G,IF,863
34425,0.3,54.0,62.1,4.3,4.33,2.68,Ideal,G,IF,863
10679,1.0,59.0,63.0,6.43,6.34,4.02,Very Good,H,VS2,4842
1464,0.7,55.0,62.2,5.67,5.71,3.54,Ideal,E,VS2,2981
795,0.71,60.0,63.2,5.65,5.61,3.56,Very Good,F,VVS1,2862
29431,0.38,60.0,60.9,4.62,4.67,2.83,Premium,H,VS2,700
52026,0.74,55.0,59.0,6.03,5.94,3.53,Premium,E,SI2,2447
15031,0.3,59.0,61.76785962072156,4.28,4.31,2.67,Premium,G,VS1,605
32692,0.7983089555010006,56.0,63.7,4.3,4.27,2.73,Good,G,VS1,802
32692,0.7983089555010006,56.0,63.7,4.3,4.27,2.73,Good,G,VS1,802
986,0.53,56.0,61.6,5.18,5.24,3.21,Ideal,F,VVS1,2896
34936,0.23,58.0,63.2,3.86,3.89,2.45,Good,F,VS1,376
34936,0.23,58.0,63.2,3.86,3.89,2.45,Good,F,VS1,376
19511,1.23,60.0,59.6,6.94,6.99,4.15,Premium,G,VS1,8145
40357,0.43,61.0,62.2,4.83,4.75,2.98,Premium,F,VS1,1129
49491,0.56,56.0,61.1,5.34,5.29,3.25,Ideal,E,VS1,2117
26436,2.06,57.0,62.7,8.19,8.09,5.1,Ideal,F,SI2,15970
24778,2.02,61.0,59.0,8.26,8.31,4.89,Good,H,SI2,13144
2274,1.22,59.0,62.6,6.79,4.24,3.76,Premium,J,SI2,3156
6908,0.9,56.0,61.8,6.16,6.18,3.81,Very Good,H,SI1,4136
44738,0.59,59.0,61.5,5.32,5.41,3.3,Very Good,G,VS2,1618
50939,0.63,58.0,61.9,5.48,5.51,3.4,Ideal,G,VS2,2320
50939,0.63,58.0,61.9,5.48,5.51,3.4,Ideal,G,VS2,2320
35156,0.31,54.0,61.6,4.4,4.43,2.72,Ideal,G,IF,891
17493,1.05,57.0,61.7,6.56,6.53,4.04,Ideal,G,VS2,7028
34550,0.7983089555010006,54.0,62.3,4.65,4.69,2.91,Ideal,F,VS2,870
34550,0.7983089555010006,54.0,62.3,4.65,4.69,2.91,Ideal,F,VS2,870
31319,0.32,57.42490893754073,62.6,5.729355091583495,4.39,2.74,Ideal,D,VS2,758
46063,0.7,59.0,61.3,5.73,5.75,3.52,Premium,J,SI1,1735
29709,0.7983089555010006,56.0,62.2,4.34,4.37,2.71,Ideal,H,SI1,707
20777,1.14,56.0,61.0,6.74,6.76,4.12,Ideal,G,VVS2,9013
35683,0.41,64.0,63.1,4.63,4.66,2.93,Good,E,VS2,910
35683,0.41,64.0,63.1,4.63,4.66,2.93,Good,E,VS2,910
18791,1.13,58.0,61.0,6.71,6.74,4.1,Ideal,G,VS1,7687
21017,1.56,60.0,59.7,7.53,7.58,4.51,Very Good,I,VS2,9231
21017,1.56,60.0,59.7,7.53,7.58,4.51,Very Good,I,VS2,9231
11949,1.01,60.0,62.8,6.38,6.39,4.01,Very Good,E,SI1,5132
11949,1.01,60.0,62.8,6.38,6.39,4.01,Very Good,E,SI1,5132
13288,1.0,61.0,62.1,6.32,6.3,3.92,Premium,D,SI1,5488
46719,0.51,56.0,63.5,5.1,5.07,3.23,Very Good,D,VS2,1793
46719,0.51,56.0,63.5,5.1,5.07,3.23,Very Good,D,VS2,1793
16570,1.01,59.0,60.2,6.58,6.51,3.94,Premium,G,VS1,6618
49411,0.7,57.0,62.5,5.63,5.7,3.537891143452734,Very Good,G,SI1,2106
36363,0.33,55.0,61.3,4.45,4.46,2.73,Ideal,F,VVS1,939
51720,0.7,56.0,64.0,5.6,5.65,3.6,Good,F,VS1,2401
31373,0.3,58.0,61.3,4.32,4.3,2.64,Premium,H,VVS1,761
26880,1.71,57.0,61.8,7.7,7.6,4.73,Ideal,G,VS2,16817
31891,0.3,56.0,61.9,4.34,4.29,2.67,Ideal,G,VS1,776
22850,1.01,57.0,62.2,6.38,6.44,3.99,Ideal,E,VVS1,10887
39340,0.7983089555010006,55.0,60.7,4.66,4.7,2.84,Ideal,G,VVS2,1073
35191,0.31,54.0,61.7,4.38,4.4,2.71,Ideal,G,IF,891
31613,0.26,55.0,61.8,4.12,4.17,2.56,Ideal,I,VS2,371
3548,0.76,58.0,62.1,5.84,5.89,3.64,Very Good,E,VS1,3415
32781,0.37,60.0,61.76785962072156,4.63,4.68,2.8,Premium,D,VS1,803
32781,0.37,60.0,61.76785962072156,4.63,4.68,2.8,Premium,D,VS1,803
28939,0.3,59.0,62.7,4.29,5.734447312568118,2.7,Premium,H,VVS1,684
33015,0.31,60.0,61.76785962072156,4.57,4.5,2.57,Good,F,VS1,814
47240,0.51,63.0,61.3,5.11,5.16,3.15,Ideal,E,SI1,1841
36119,0.33,59.0,61.3,4.45,4.42,2.72,Premium,G,VVS2,927
13878,1.14,56.0,61.4,6.77,6.69,4.13,Ideal,D,SI2,5650
13878,1.14,56.0,61.4,6.77,6.69,4.13,Ideal,D,SI2,5650
32060,0.33,58.0,60.3,4.49,4.47,2.7,Premium,D,SI1,780
48574,0.53,54.5,61.7,5.2,5.26,3.23,Ideal,G,VVS2,1993
48574,0.53,54.5,61.7,5.2,5.26,3.23,Ideal,G,VVS2,1993
40488,0.42,55.0,62.1,4.79,4.81,2.98,Ideal,F,VVS2,1142
40488,0.42,55.0,62.1,4.79,4.81,2.98,Ideal,F,VVS2,1142
51562,0.79,60.0,61.7,5.93,5.91,3.65,Premium,G,SI1,2389
51562,0.79,60.0,61.7,5.93,5.91,3.65,Premium,G,SI1,2389
36157,0.33,57.0,62.6,4.42,4.37,2.75,Ideal,E,VS2,928
10455,0.7983089555010006,56.0,60.3,6.54,6.52,3.94,Ideal,H,SI1,4788
27533,2.03,59.0,62.4,8.04,7.98,5.0,Premium,D,SI2,18286
19305,1.65,59.0,63.4,7.53,7.49,4.76,Very Good,H,SI2,8020
19305,1.65,59.0,63.4,7.53,7.49,4.76,Very Good,H,SI2,8020
46303,0.3,59.0,63.0,4.21,4.27,2.67,Very Good,H,VS1,526
46303,0.3,59.0,63.0,4.21,4.27,2.67,Very Good,H,VS1,526
49493,0.7,57.0,63.2,5.729355091583495,5.66,3.59,Very Good,G,SI2,2117
49493,0.7,57.0,63.2,5.729355091583495,5.66,3.59,Very Good,G,SI2,2117
4351,0.7,57.0,61.0,5.71,5.76,3.5,Ideal,F,SI1,3602
4351,0.7,57.0,61.0,5.71,5.76,3.5,Ideal,F,SI1,3602
18156,1.02,55.0,61.5,6.49,6.52,4.0,Ideal,G,VS1,7357
51612,0.73,58.0,62.1,5.75,5.81,3.59,Very Good,E,SI2,2395
31935,0.3,60.0,60.6,4.39,4.36,2.65,Premium,F,VS2,776
47699,0.59,55.0,62.3,5.43,5.39,3.37,Premium,E,VS2,1883
32743,0.32,56.0,61.5,4.39,4.42,2.71,Ideal,F,VVS1,803
20580,1.13,57.0,61.5,6.67,6.71,4.12,Ideal,G,VVS2,8889
53260,0.93,60.0,62.3,6.23,6.2,3.87,Premium,E,I1,2647
30056,0.41,60.0,61.3,4.75,4.81,2.93,Premium,G,SI1,719
15059,0.3,58.0,61.6,4.29,4.31,2.65,Premium,F,VS2,605
15059,0.3,58.0,61.6,4.29,4.31,2.65,Premium,F,VS2,605
15059,0.3,58.0,61.6,4.29,4.31,2.65,Premium,F,VS2,605
4298,0.78,57.0,62.0,5.9,5.86,3.65,Ideal,G,VS2,3590
19685,0.32,63.0,58.9,4.46,4.4,2.61,Very Good,H,VS1,624
8684,0.7,57.0,62.2,5.7,5.74,3.56,Ideal,F,VVS1,4458
7912,0.9,58.0,62.6,6.11,6.15,3.84,Very Good,E,SI1,4315
41135,0.5,63.0,60.0,5.06,5.1,3.05,Very Good,G,SI1,1197
15945,1.0,56.0,62.6,6.39,6.36,3.99,Ideal,G,VS1,6377
15945,1.0,56.0,62.6,6.39,6.36,3.99,Ideal,G,VS1,6377
46952,0.3,61.0,61.9,4.28,4.32,2.66,Very Good,I,VVS2,526
26235,2.02,59.0,62.7,8.04,7.98,5.02,Very Good,H,SI2,15666
26711,0.32,59.0,62.1,4.35,4.41,2.72,Premium,F,VS2,645
35947,0.3,55.0,62.4,4.3,4.32,2.69,Ideal,F,SI1,475
17745,1.0,54.0,63.0,6.36,6.4,4.02,Very Good,E,SI1,7145
858,0.73,58.0,61.3,5.76,5.83,3.55,Very Good,E,SI1,2871
947,0.7983089555010006,58.0,62.2,5.64,5.75,3.54,Very Good,F,VS1,2889
7186,1.15,54.0,61.8,6.78,6.75,4.18,Premium,F,SI2,4186
36444,0.7983089555010006,54.0,62.1,4.36,4.34,2.7,Ideal,D,VS2,942
36444,0.7983089555010006,54.0,62.1,4.36,4.34,2.7,Ideal,D,VS2,942
20950,1.08,58.0,60.2,6.61,6.67,4.0,Very Good,D,VS1,9168
22797,0.7983089555010006,60.0,58.7,7.84,7.9,4.62,Very Good,I,SI1,10823
17588,0.7983089555010006,57.42490893754073,61.76785962072156,5.729355091583495,6.68,3.537891143452734,Premium,G,VS2,7079
26584,2.24,56.0,61.4,8.38,8.43,5.16,Ideal,H,SI2,16300
26584,2.24,56.0,61.4,8.38,8.43,5.16,Ideal,H,SI2,16300
26312,2.02,54.0,63.5,7.96,8.02,5.07,Ideal,G,SI2,15814
48960,0.36,56.0,61.76785962072156,4.56,4.6,2.84,Ideal,G,SI2,537
53070,0.74,55.0,60.7,5.84,5.88,3.56,Ideal,I,VS1,2609
32681,0.31,60.0,61.2,4.33,4.3,3.537891143452734,Premium,G,VS1,802
8133,1.01,58.0,62.4,6.36,6.42,3.99,Ideal,E,SI2,4355
3388,0.7983089555010006,58.0,63.0,4.34,4.36,2.74,Ideal,F,SI2,408
52699,0.8,54.0,63.2,5.93,5.88,3.73,Very Good,G,SI1,2553
21760,0.7983089555010006,58.0,63.3,7.24,7.21,4.57,Very Good,I,VVS2,9828
9088,1.06,57.0,62.7,6.46,6.5,4.06,Ideal,H,SI2,4523
43786,0.7983089555010006,57.0,61.4,5.3,5.28,3.25,Ideal,F,SI1,1441
4453,0.72,56.0,59.4,5.85,5.9,3.49,Very Good,D,VS1,3619
4453,0.72,56.0,59.4,5.85,5.9,3.49,Very Good,D,VS1,3619
47473,0.48,54.0,61.6,5.03,5.1,3.12,Ideal,G,IF,1859
15558,1.02,59.0,62.0,6.45,6.39,3.98,Premium,G,VS1,6238
2382,0.32,58.0,62.8,4.35,4.37,2.74,Very Good,H,VS1,561
53425,0.7,56.0,62.0,5.71,5.74,3.55,Ideal,F,VS2,2671
52527,0.72,56.0,62.5,5.7,5.72,3.57,Very Good,I,VVS2,2530
32882,0.4,60.0,60.7,4.79,4.76,2.9,Premium,J,VS1,810
53258,0.72,55.0,62.7,5.7,5.72,3.58,Ideal,D,SI2,2647
22137,1.53,60.0,60.2,7.51,7.48,4.51,Ideal,I,VS1,10171
43112,0.51,56.0,62.0,5.12,5.14,3.18,Ideal,E,SI2,1385
26073,1.55,58.0,61.9,7.39,7.45,4.59,Ideal,E,SI1,15293
28867,0.32,55.0,62.3,4.44,4.39,2.75,Premium,F,SI1,684
13204,1.12,57.0,62.6,6.61,6.65,4.15,Ideal,D,SI2,5456
14054,0.3,59.0,61.1,4.29,4.32,2.63,Premium,F,VS2,605
5856,1.0,58.0,58.7,6.55,6.51,3.83,Premium,J,SI1,3920
33247,0.36,59.0,60.1,4.62,4.66,2.78,Very Good,F,VS1,825
1987,0.94,59.0,62.3,6.32,6.23,3.91,Premium,F,SI2,3095
30412,0.32,60.0,60.2,4.42,4.45,2.67,Premium,G,VVS2,730
50127,0.51,56.0,62.8,5.13,5.15,3.23,Ideal,E,VVS2,2211
5522,0.9,62.0,62.9,6.06,6.02,3.8,Premium,G,VS2,3850
5522,0.9,62.0,62.9,6.06,6.02,3.8,Premium,G,VS2,3850
11219,1.0,60.0,59.4,6.47,6.52,3.86,Very Good,F,SI1,4961
32817,0.34,56.0,61.4,4.5,4.53,2.77,Ideal,D,VS2,805
42009,0.59,59.0,61.9,5.43,5.34,3.33,Premium,H,SI1,1265
42009,0.59,59.0,61.9,5.43,5.34,3.33,Premium,H,SI1,1265
37380,0.4,55.0,62.7,4.74,4.76,3.537891143452734,Ideal,F,VS1,982
37380,0.4,55.0,62.7,4.74,4.76,3.537891143452734,Ideal,F,VS1,982
30273,0.31,53.7,62.1,4.37,4.4,2.72,Ideal,I,VS2,447
2323,1.01,58.0,63.2,6.39,6.33,4.02,Very Good,H,I1,3167
31886,0.3,62.0,60.3,4.33,4.3,2.6,Premium,G,VS1,776
37370,0.4,59.0,62.5,4.66,4.72,2.93,Premium,D,VS2,982
9865,1.03,58.0,61.7,6.47,6.5,4.0,Premium,D,SI2,4679
9865,1.03,58.0,61.7,6.47,6.5,4.0,Premium,D,SI2,4679
6663,1.03,55.0,62.0,6.46,6.44,4.0,Ideal,E,SI2,4095
19395,0.7983089555010006,58.0,62.0,6.59,6.64,4.1,Ideal,G,VS1,8060
34832,0.3,59.0,63.3,4.28,4.22,2.69,Very Good,H,VVS1,878
42291,0.32,54.0,62.4,4.36,4.39,2.73,Ideal,I,VS1,505
6052,0.32,56.0,61.3,4.43,4.38,2.7,Ideal,I,VS2,576
15459,1.21,60.0,62.2,6.71,6.73,4.18,Very Good,G,SI1,6190
14175,0.7983089555010006,60.0,59.8,6.56,6.48,3.9,Ideal,G,SI1,5751
14175,0.7983089555010006,60.0,59.8,6.56,6.48,3.9,Ideal,G,SI1,5751
48089,0.52,57.0,62.1,5.15,5.13,3.19,Ideal,G,VVS2,1932
22528,1.21,57.0,61.3,6.83,6.85,4.19,Ideal,G,VVS2,10568
27690,0.38,56.0,60.5,4.71,4.74,2.85,Ideal,I,VS2,648
13244,1.14,57.0,62.4,6.64,6.7,4.16,Ideal,E,SI2,5473
8413,0.92,57.42490893754073,63.1,6.11,6.16,3.87,Good,F,VS2,4404
27049,0.27,57.0,60.6,4.19,4.25,2.55,Very Good,E,SI1,646
38687,0.37,57.0,61.6,4.65,5.734447312568118,2.85,Ideal,E,VS2,1041
38201,0.7983089555010006,55.0,60.6,4.94,4.96,3.0,Very Good,G,SI2,1016
34165,0.33,54.0,61.4,4.48,4.44,2.74,Ideal,G,VS1,854
34165,0.33,54.0,61.4,4.48,4.44,2.74,Ideal,G,VS1,854
1898,0.75,58.0,63.6,5.65,5.77,3.63,Good,D,SI1,3078
8325,1.21,57.0,62.7,6.77,6.72,4.23,Premium,J,SI1,4391
45725,0.72,57.0,63.3,5.7,5.67,3.6,Very Good,H,SI2,1698
25420,0.7983089555010006,58.0,62.7,7.28,7.32,4.58,Premium,G,VVS2,14157
25420,0.7983089555010006,58.0,62.7,7.28,7.32,4.58,Premium,G,VVS2,14157
26549,1.01,56.0,61.6,6.46,6.43,3.97,Premium,D,IF,16234
18904,1.71,58.0,61.9,7.62,7.56,4.7,Premium,J,SI1,7757
37534,0.4,55.0,61.5,4.77,4.79,2.94,Ideal,E,VVS2,988
25528,1.53,60.0,61.0,7.43,7.4,4.52,Premium,G,VS1,14344
25528,1.53,60.0,61.0,7.43,7.4,4.52,Premium,G,VS1,14344
635,0.95,56.0,66.7,6.16,6.03,4.06,Fair,G,SI1,2841
11209,1.15,56.0,62.9,6.7,6.59,4.18,Ideal,H,SI2,4959
11209,1.15,56.0,62.9,6.7,6.59,4.18,Ideal,H,SI2,4959
4604,0.7983089555010006,55.8,60.9,5.729355091583495,5.85,3.55,Ideal,G,VS1,3660
34143,0.33,56.0,61.76785962072156,4.41,4.39,3.537891143452734,Very Good,F,VS2,854
5896,0.9,59.0,61.0,6.29,6.17,3.8,Premium,G,SI1,3931
43532,0.51,63.0,59.3,5.18,5.25,3.09,Very Good,E,SI2,1427
20257,1.2,54.3,62.6,6.76,6.8,4.25,Ideal,G,VS1,8687
22497,1.71,58.0,62.3,7.66,7.62,4.76,Premium,H,SI2,10534
40950,0.42,59.0,60.8,4.79,4.85,2.93,Premium,D,VS1,1179
40950,0.42,59.0,60.8,4.79,4.85,2.93,Premium,D,VS1,1179
17737,1.5,62.0,61.76785962072156,7.46,7.39,4.42,Premium,I,SI2,7140
16064,1.01,58.0,61.7,6.42,6.48,3.537891143452734,Premium,F,VS2,6416
36623,0.24,61.0,57.7,4.12,4.13,2.38,Very Good,E,VVS2,478
36623,0.24,61.0,57.7,4.12,4.13,2.38,Very Good,E,VVS2,478
31037,0.31,57.0,63.3,4.31,4.28,2.72,Very Good,G,VS1,749
34394,0.34,53.0,62.1,4.49,4.53,2.8,Ideal,G,VVS1,863
1149,0.75,58.0,62.3,5.78,5.81,3.61,Very Good,E,SI1,2923
1149,0.75,58.0,62.3,5.78,5.81,3.61,Very Good,E,SI1,2923
31145,0.41,54.0,62.1,4.76,4.81,2.97,Ideal,E,SI1,755
47175,0.51,55.0,62.5,5.13,5.08,3.19,Ideal,F,VS1,1836
2784,0.9,60.0,62.2,6.09,6.2,3.82,Very Good,G,SI2,3256
15510,1.07,60.0,61.9,5.729355091583495,6.48,4.03,Premium,G,SI1,6213
12475,1.01,57.0,63.6,6.27,6.3,4.0,Good,E,SI1,5251
3265,0.7,55.0,61.4,5.71,5.75,3.52,Ideal,D,VS2,3360
52723,0.76,57.0,61.4,5.89,5.94,3.63,Very Good,H,SI1,2557
32190,0.35,59.0,61.3,4.57,4.54,2.79,Premium,H,VS1,788
15451,1.26,57.42490893754073,61.4,6.92,6.95,4.26,Ideal,J,VVS1,6186
13860,1.0,56.0,63.1,6.34,6.3,3.99,Very Good,D,SI1,5645
48441,0.51,56.0,61.6,5.17,5.734447312568118,3.17,Ideal,G,VVS2,1974
27736,2.03,57.42490893754073,63.0,8.0,7.93,5.02,Very Good,H,SI1,18781
35028,0.4,57.0,63.7,4.69,4.66,2.98,Good,E,SI1,882
4523,1.03,56.0,61.0,6.58,6.52,3.99,Ideal,F,I1,3634
4523,1.03,56.0,61.0,6.58,6.52,3.99,Ideal,F,I1,3634
25627,2.5,55.0,64.0,8.56,8.48,5.46,Ideal,J,SI2,14502
47774,0.51,58.0,63.3,5.07,5.04,3.2,Very Good,G,VVS2,1895
7853,0.9,63.0,61.0,6.13,5.734447312568118,3.73,Very Good,D,SI1,4304
29185,0.7983089555010006,56.0,62.5,4.27,4.31,2.68,Ideal,E,VS1,694
27134,1.69,58.0,58.1,7.8,7.84,4.54,Good,G,VS1,17338
192,0.7,60.0,61.1,5.71,5.64,3.47,Premium,E,VS2,2777
28345,0.33,54.0,61.2,4.47,4.49,2.74,Ideal,F,VS2,666
1071,0.31,54.0,63.1,4.34,4.31,2.73,Very Good,I,VS2,558
43322,0.51,57.0,61.7,5.15,5.12,3.17,Ideal,E,SI1,1402
50782,0.77,57.0,60.8,5.96,5.89,3.6,Ideal,H,SI2,2302
9939,0.9,59.0,62.8,6.14,6.18,3.87,Very Good,D,SI1,4693
28340,0.33,55.0,62.6,4.4,4.42,2.76,Ideal,F,VS2,666
880,0.9,58.0,65.7,6.03,6.0,3.95,Fair,I,SI1,2873
880,0.9,58.0,65.7,6.03,6.0,3.95,Fair,I,SI1,2873
48036,0.56,56.0,60.4,5.33,5.36,3.23,Ideal,D,VS1,1924
45658,0.25,59.0,63.3,3.99,4.04,2.54,Very Good,F,IF,526
5614,0.87,59.0,59.9,6.2,6.16,3.7,Premium,D,VS2,3873
2168,0.82,55.0,61.8,6.02,6.05,3.73,Ideal,G,SI1,3133
2168,0.82,55.0,61.8,6.02,6.05,3.73,Ideal,G,SI1,3133
14513,1.12,55.0,62.8,6.66,6.61,4.17,Ideal,H,SI1,5863
32202,0.35,59.0,61.1,4.56,4.5,2.77,Premium,E,SI1,788
47041,0.67,56.0,62.9,5.65,5.6,3.54,Premium,D,SI2,1819
12600,1.0,58.0,60.9,6.43,6.46,3.93,Very Good,H,SI1,5287
22655,1.56,59.0,62.5,7.3,7.33,4.57,Premium,H,VS2,10702
22655,1.56,59.0,62.5,7.3,7.33,4.57,Premium,H,VS2,10702
33909,0.3,58.0,61.8,4.28,4.26,2.64,Premium,E,VS2,844
13473,1.52,59.0,64.9,7.19,7.15,4.65,Fair,G,SI2,5533
13473,1.52,59.0,64.9,7.19,7.15,4.65,Fair,G,SI2,5533
38071,0.3,59.0,61.4,4.34,4.32,2.66,Premium,E,VVS2,1013
36121,0.36,55.0,61.3,4.58,4.62,2.82,Ideal,D,VS2,928
36121,0.36,55.0,61.3,4.58,4.62,2.82,Ideal,D,VS2,928
20060,0.31,58.0,62.9,4.27,4.31,2.7,Very Good,F,VS2,625
3115,0.92,57.0,66.0,6.04,5.99,3.97,Fair,F,SI1,3323
3115,0.92,57.0,66.0,6.04,5.99,3.97,Fair,F,SI1,3323
3115,0.92,57.0,66.0,6.04,5.99,3.97,Fair,F,SI1,3323
50363,0.53,56.0,61.4,5.2,5.24,3.21,Ideal,G,IF,2247
50363,0.53,56.0,61.4,5.2,5.24,3.21,Ideal,G,IF,2247
42747,0.51,59.0,61.3,5.11,5.17,3.15,Premium,G,VS2,1343
23765,2.04,64.0,57.7,8.39,8.31,4.82,Good,I,SI1,11820
19909,1.21,58.0,59.5,7.01,6.97,4.16,Premium,G,VS1,8456
34063,0.36,57.0,62.7,4.59,4.54,3.537891143452734,Ideal,D,SI1,851
48151,0.56,55.0,61.7,5.3,5.33,3.28,Ideal,H,VVS1,1941
16298,2.0,62.0,63.6,7.97,7.8,5.02,Good,J,I1,6521
16298,2.0,62.0,63.6,7.97,7.8,5.02,Good,J,I1,6521
21917,1.25,56.0,61.7,6.93,6.92,4.27,Ideal,F,VS1,9996
9486,0.91,57.0,60.8,6.24,6.25,3.8,Very Good,F,VS2,4606
34937,0.26,55.0,61.8,4.08,5.734447312568118,2.53,Ideal,G,SI1,377
6234,0.75,57.0,62.8,5.74,5.78,3.62,Very Good,E,SI1,4005
6234,0.75,57.0,62.8,5.74,5.78,3.62,Very Good,E,SI1,4005
48815,0.56,58.9,62.0,5.25,5.29,3.27,Very Good,E,VS1,2027
41884,0.54,55.0,61.5,5.25,5.29,3.24,Ideal,I,VS2,1259
41884,0.54,55.0,61.5,5.25,5.29,3.24,Ideal,I,VS2,1259
18866,1.5,55.0,62.4,7.27,7.34,4.56,Good,F,SI2,7738
3768,0.7983089555010006,57.0,62.8,6.44,6.5,4.06,Very Good,J,SI2,3459
3768,0.7983089555010006,57.0,62.8,6.44,6.5,4.06,Very Good,J,SI2,3459
44076,0.53,55.0,61.8,5.19,5.23,3.22,Ideal,I,VS1,1552
25234,2.07,58.0,61.1,8.27,8.2,5.03,Premium,H,SI1,13844
14017,1.01,62.0,57.5,6.58,6.53,3.77,Good,G,VS2,5701
15227,1.01,57.0,67.0,6.11,6.22,4.13,Good,D,VS2,6113
30137,0.32,58.0,62.0,4.38,5.734447312568118,2.7,Premium,G,VS2,720
30137,0.32,58.0,62.0,4.38,5.734447312568118,2.7,Premium,G,VS2,720
8047,0.25,56.0,62.6,4.01,4.05,2.52,Ideal,G,VVS1,582
23306,1.67,54.0,62.4,7.6,7.63,4.75,Ideal,F,SI2,11341
9080,0.7983089555010006,61.0,63.5,6.16,6.09,3.89,Very Good,D,VS2,4521
10203,0.8,57.0,61.4,5.96,6.0,3.67,Ideal,G,VVS2,4740
28164,0.7983089555010006,55.0,62.2,4.3,4.32,2.68,Ideal,H,VVS1,665
